Match Number,Name,Role,Captain,Wicketkeeper,Out String,Out Name,Batting Runs,Balls,4s,6s,Strike Rate,Overs,Maidens,Bowling Runs,Wickets,LBW/Bowled,No Balls,Wides,Economy,Catches,Run Outs,Stumpings
23,Yashasvi Jaiswal,Batter,0,0,c Wade b Umesh,Matthew Wade,24,19,5,0,126.32,0.0,0,0,0,0,0,0,0.0,0,0.0,0
23,Matthew Wade,WK-Batter,0,1,b Kuldeep Sen,Kuldeep Sen,4,6,0,0,66.67,0.0,0,0,0,0,0,0,0.0,1,0.0,0
23,Jos Buttler,WK-Batter,0,0,c Rahul Tewatia b Rashid Khan,Rahul Tewatia,8,10,0,0,80.00,0.0,0,0,0,0,0,0,0.0,0,0.5,0
23,Rahul Tewatia,Allrounder,0,0,run out (Jos Buttler/Avesh Khan),Jos Buttler/Avesh Khan,22,11,3,0,200.00,0.0,0,0,0,0,0,0,0.0,1,0.0,0
23,Sanju Samson,WK-Batter,0,0,not out,,68,38,7,2,178.95,0.0,0,0,0,0,0,0,0.0,0,0.0,1
23,Riyan Parag,Allrounder,0,0,c Vijay Shankar b Mohit Sharma,Vijay Shankar,76,48,3,5,158.33,0.0,0,0,0,0,0,0,0.0,0,0.0,0
23,Vijay Shankar,Allrounder,0,0,b Chahal,Yuzvendra Chahal,16,10,3,0,160.00,0.0,0,0,0,0,0,0,0.0,1,0.0,0
23,Shimron Hetmyer,Batter,0,0,not out,,13,5,1,1,260.00,0.0,0,0,0,0,0,0,0.0,0,0.0,0
23,Dhruv Jurel,WK-Batter,0,0,did not bat,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,0
23,Ravichandran Ashwin,Allrounder,0,0,did not bat,,0,0,0,0,0.0,4,0,40,0,0,0,0,10.00,0,0.0,0
23,Trent Boult,Bowler,0,0,did not bat,,0,0,0,0,0.0,2,0,8,0,0,0,0,4.00,0,0.0,0
23,Avesh Khan,Bowler,0,0,did not bat,,0,0,0,0,0.0,4,0,48,1,1,0,2,12.00,0,0.5,0
23,Kuldeep Sen,Bowler,0,0,did not bat,,0,0,0,0,0.0,4,0,41,3,3,1,4,10.20,0,0.0,0
23,Yuzvendra Chahal,Bowler,0,0,did not bat,,0,0,0,0,0.0,4,0,43,2,1,0,1,10.80,0,0.0,0
23,Keshav Maharaj,Bowler,0,0,did not bat,,0,0,0,0,0.0,2,0,16,0,0,0,0,8.00,0,0.0,0
23,Umesh Yadav,Bowler,0,0,did not bat,,0,0,0,0,0.0,4,0,47,1,0,0,2,11.80,0,0.0,0
23,Spencer Johnson,Bowler,0,0,did not bat,,0,0,0,0,0.0,4,0,37,0,0,0,0,9.20,0,0.0,0
23,Rashid Khan,Allrounder,0,0,not out,,24,11,4,0,218.18,4,0,18,1,0,0,0,4.50,0,0.0,0
23,Noor Ahmad,Bowler,0,0,not out,,0,0,0,0,0.00,4,0,43,0,0,0,1,10.80,0,0.0,0
23,Mohit Sharma,Bowler,0,0,did not bat,,0,0,0,0,0.0,4,0,51,1,0,0,4,12.80,0,0.0,0
23,Sai Sudharsan,Batter,0,0,lbw b Kuldeep Sen,Kuldeep Sen,35,29,3,1,120.69,0.0,0,0,0,0,0,0,0.0,0,0.0,0
23,Shubman Gill,Batter,1,0,st Samson b Chahal,Sanju Samson,72,44,6,2,163.64,0.0,0,0,0,0,0,0,0.0,0,0.0,0
23,Abhinav Manohar,Batter,0,0,b Kuldeep Sen,Kuldeep Sen,1,2,0,0,50.00,0.0,0,0,0,0,0,0,0.0,0,0.0,0
23,Shahrukh Khan,Allrounder,0,0,lbw b Avesh Khan,Avesh Khan,14,8,1,1,175.00,0.0,0,0,0,0,0,0,0.0,0,0.0,0
24,Virat Kohli,Batter,0,0,c Ishan Kishan b Bumrah,Ishan Kishan,3,9,0,0,33.33,0.0,0,0,0,0,0,0,0.0,1,0.0,0
24,Ishan Kishan,WK-Batter,0,1,c Kohli b Akash Deep,Virat Kohli,69,34,7,5,202.94,0.0,0,0,0,0,0,0,0.0,2,0.0,0
24,Faf du Plessis,Batter,1,0,c Tim David b Bumrah,Tim David,61,40,4,3,152.50,0.0,0,0,0,0,0,0,0.0,0,0.0,0
24,Tim David,Batter,0,0,did not bat,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,2,0.0,0
24,Will Jacks,Allrounder,0,0,c Tim David b Akash Madhwal,Tim David,8,6,2,0,133.33,2,0,24,1,0,0,0,12.00,0,0.0,0
24,Rajat Patidar,Batter,0,0,c Ishan Kishan b Gerald Coetzee,Ishan Kishan,50,26,3,4,192.31,0.0,0,0,0,0,0,0,0.0,0,0.0,0
24,Glenn Maxwell,Allrounder,0,0,lbw b Shreyas Gopal,Shreyas Gopal,0,4,0,0,0.00,1,0,17,0,0,0,0,17.00,0,0.0,0
24,Shreyas Gopal,Allrounder,0,0,did not bat,,0,0,0,0,0.0,4,0,32,1,1,0,0,8.00,0,0.0,0
24,Dinesh Karthik,WK-Batter,0,1,not out,,53,23,5,4,230.43,0.0,0,0,0,0,0,0,0.0,0,0.0,0
24,Mahipal Lomror,Allrounder,0,0,lbw b Bumrah,Jasprit Bumrah,0,1,0,0,0.00,0.0,0,0,0,0,0,0,0.0,1,0.0,0
24,Jasprit Bumrah,Bowler,0,0,did not bat,,0,0,0,0,0.0,4,0,21,5,1,0,0,5.20,0,0.0,0
24,Saurav Chauhan,Allrounder,0,0,c Akash Madhwal b Bumrah,Akash Madhwal,9,8,1,0,112.50,0.0,0,0,0,0,0,0,0.0,0,0.0,0
24,Akash Madhwal,Bowler,0,0,did not bat,,0,0,0,0,0.0,4,0,57,1,0,0,3,14.20,1,0.0,0
24,Vijaykumar Vyshak,Bowler,0,0,c Nabi b Bumrah,Mohammad Nabi,0,1,0,0,0.00,3,0,32,1,0,0,0,10.70,0,0.0,0
24,Mohammad Nabi,Allrounder,0,0,did not bat,,0,0,0,0,0.0,1,0,7,0,0,0,0,7.00,1,0.0,0
24,Akash Deep,Bowler,0,0,not out,,2,2,0,0,100.00,3.3,0,55,1,0,0,2,15.70,0,0.0,0
24,Reece Topley,Bowler,0,0,did not bat,,0,0,0,0,0.0,3,0,34,0,0,0,1,11.30,1,0.0,0
24,Mohammed Siraj,Bowler,0,0,did not bat,,0,0,0,0,0.0,3,0,37,0,0,0,0,12.30,0,0.0,0
24,Gerald Coetzee,Bowler,0,0,did not bat,,0,0,0,0,0.0,4,0,42,1,0,0,3,10.50,0,0.0,0
24,Romario Shepherd,Bowler,0,0,did not bat,,0,0,0,0,0.0,2,0,22,0,0,0,0,11.00,0,0.0,0
24,Hardik Pandya,Allrounder,1,0,not out,,21,6,0,3,350.00,1,0,13,0,0,0,2,13.00,0,0.0,0
24,Rohit Sharma,Batter,0,0,c R Topley b Will Jacks,Reece Topley,38,24,3,3,158.33,0.0,0,0,0,0,0,0,0.0,0,0.0,0
24,Suryakumar Yadav,Batter,0,0,c Lomror b Vijaykumar Vyshak,Mahipal Lomror,52,19,5,4,273.68,0.0,0,0,0,0,0,0,0.0,0,0.0,0
24,Tilak Varma,Batter,0,0,not out,,16,10,3,0,160.00,0.0,0,0,0,0,0,0,0.0,0,0.0,0
25,Quinton de Kock,WK-Batter,0,0,lbw b Khaleel Ahmed,Khaleel Ahmed,19,13,4,0,146.15,0.0,0,0,0,0,0,0,0.0,0,0.0,0
25,Khaleel Ahmed,Bowler,0,0,did not bat,,0,0,0,0,0.0,4,0,41,2,2,0,1,10.20,0,0.0,0
25,KL Rahul,WK-Batter,0,0,c Pant b Kuldeep Yadav,Rishabh Pant,39,22,5,1,177.27,0.0,0,0,0,0,0,0,0.0,0,0.0,1
25,Rishabh Pant,WK-Batter,0,0,st Rahul b Ravi Bishnoi,KL Rahul,41,24,4,2,170.83,0.0,0,0,0,0,0,0,0.0,2,0.0,0
25,Devdutt Padikkal,Batter,0,0,lbw b Khaleel Ahmed,Khaleel Ahmed,3,6,0,0,50.00,0.0,0,0,0,0,0,0,0.0,0,0.0,0
25,Marcus Stoinis,Allrounder,0,0,c Ishant b Kuldeep Yadav,Ishant Sharma,8,10,1,0,80.00,1,0,10,0,0,0,0,10.00,0,0.0,0
25,Ishant Sharma,Bowler,0,0,did not bat,,0,0,0,0,0.0,4,0,36,1,0,0,4,9.00,1,0.0,0
25,Nicholas Pooran,WK-Batter,0,0,b Kuldeep Yadav,Kuldeep Yadav,0,1,0,0,0.00,0.0,0,0,0,0,0,0,0.0,1,0.0,0
25,Kuldeep Yadav,Bowler,0,0,did not bat,,0,0,0,0,0.0,4,0,20,3,1,0,1,5.00,0,0.0,0
25,Deepak Hooda,Allrounder,0,0,c Warner b Ishant,David Warner,10,13,0,0,76.92,0.0,0,0,0,0,0,0,0.0,0,0.0,0
25,David Warner,Batter,0,0,b Yash Thakur,Yash Thakur,8,9,1,0,88.89,0.0,0,0,0,0,0,0,0.0,1,0.0,0
25,Ayush Badoni,Allrounder,0,0,not out,,55,35,5,1,157.14,0.0,0,0,0,0,0,0,0.0,0,0.0,0
25,Krunal Pandya,Allrounder,0,0,c Pant b Mukesh Kumar,Rishabh Pant,3,4,0,0,75.00,3,0,45,0,0,0,7,15.00,0,0.0,0
25,Arshad Khan,Bowler,0,0,not out,,20,16,2,0,125.00,3.1,0,34,0,0,0,0,10.70,1,0.0,0
25,Ravi Bishnoi,Bowler,0,0,did not bat,,0,0,0,0,0.0,4,0,25,2,0,0,0,6.20,0,0.0,0
25,Naveen-ul-Haq,Bowler,0,0,did not bat,,0,0,0,0,0.0,3,0,24,1,0,0,0,8.00,0,0.0,0
25,Yash Thakur,Bowler,0,0,did not bat,,0,0,0,0,0.0,4,0,31,1,1,0,0,7.80,0,0.0,0
25,Mukesh Kumar,Bowler,0,0,did not bat,,0,0,0,0,0.0,4,0,41,1,0,0,1,10.20,0,0.0,0
25,Axar Patel,Allrounder,0,0,did not bat,,0,0,0,0,0.0,4,0,26,0,0,0,0,6.50,0,0.0,0
25,Prithvi Shaw,Batter,0,0,c Pooran b Ravi Bishnoi,Nicholas Pooran,32,22,6,0,145.45,0.0,0,0,0,0,0,0,0.0,0,0.0,0
25,Jake Fraser-McGurk,Batter,0,0,c Arshad Khan b Naveen-ul-Haq,Arshad Khan,55,35,2,5,157.14,0.0,0,0,0,0,0,0,0.0,0,0.0,0
25,Tristan Stubbs,WK-Batter,0,0,not out,,15,9,0,1,166.67,0.0,0,0,0,0,0,0,0.0,0,0.0,0
25,Shai Hope,WK-Batter,0,0,not out,,11,10,1,0,110.00,0.0,0,0,0,0,0,0,0.0,0,0.0,0
25,Abishek Porel,WK-Batter,0,0,did not bat,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,0
26,Atharva Taide,Batter,0,0,c Kuldeep Sen b Avesh Khan,Kuldeep Sen,15,12,2,0,125.00,0.0,0,0,0,0,0,0,0.0,0,0.0,0
26,Kuldeep Sen,Bowler,0,0,did not bat,,0,0,0,0,0.0,4,0,35,1,0,0,0,8.80,1,0.0,0
26,Jonny Bairstow,WK-Batter,0,0,c Hetmyer b Maharaj,Shimron Hetmyer,15,19,1,0,78.95,0.0,0,0,0,0,0,0,0.0,0,0.0,0
26,Shimron Hetmyer,Batter,0,0,not out,,27,10,1,3,270.00,0.0,0,0,0,0,0,0,0.0,1,0.0,0
26,Prabhsimran Singh,WK-Batter,0,0,c Dhruv Jurel b Chahal,Dhruv Jurel,10,14,1,0,71.43,0.0,0,0,0,0,0,0,0.0,0,0.0,0
26,Dhruv Jurel,WK-Batter,0,0,c Shashank Singh b Harshal Patel,Shashank Singh,6,11,0,0,54.55,0.0,0,0,0,0,0,0,0.0,3,0.0,0
26,Sam Curran,Allrounder,1,0,c Dhruv Jurel b Maharaj,Dhruv Jurel,6,10,0,0,60.00,4,0,25,2,0,0,1,6.20,0,0.0,0
26,Jitesh Sharma,WK-Batter,0,1,c Riyan Parag b Avesh Khan,Riyan Parag,29,24,1,2,120.83,0.0,0,0,0,0,0,0,0.0,1,0.0,0
26,Riyan Parag,Allrounder,0,0,c Rabada b Arshdeep Singh,Kagiso Rabada,23,18,1,1,127.78,0.0,0,0,0,0,0,0,0.0,1,0.0,0
26,Shashank Singh,Allrounder,0,0,c Dhruv Jurel b Kuldeep Sen,Dhruv Jurel,9,9,1,0,100.00,0.0,0,0,0,0,0,0,0.0,1,0.0,0
26,Liam Livingstone,Allrounder,0,0,run out (Tanush Kotian/Samson),Tanush Kotian/Sanju Samson,21,14,2,1,150.00,3,0,21,1,1,0,1,7.00,1,0.0,0
26,Tanush Kotian,Allrounder,0,0,b Livingstone,Liam Livingstone,24,31,3,0,77.42,0.0,0,0,0,0,0,0,0.0,0,0.5,0
26,Sanju Samson,WK-Batter,0,0,lbw b Rabada,Kagiso Rabada,18,14,1,1,128.57,0.0,0,0,0,0,0,0,0.0,0,0.5,0
26,Ashutosh Sharma,Batter,0,0,c Maharaj b Boult,Keshav Maharaj,31,16,1,3,193.75,0.0,0,0,0,0,0,0,0.0,0,0.0,0
26,Keshav Maharaj,Bowler,0,0,c Livingstone b Sam Curran,Liam Livingstone,1,2,0,0,50.00,4,0,23,2,0,0,0,5.80,1,0.0,0
26,Harpreet Brar,Bowler,0,0,not out,,3,3,0,0,100.00,3,0,22,0,0,0,0,7.30,0,0.0,0
26,Harshal Patel,Bowler,0,0,did not bat,,0,0,0,0,0.0,2,0,21,1,0,0,0,10.50,1,0.0,0
26,Kagiso Rabada,Bowler,0,0,did not bat,,0,0,0,0,0.0,4,0,18,2,1,0,0,4.50,1,0.0,0
26,Arshdeep Singh,Bowler,0,0,did not bat,,0,0,0,0,0.0,3.5,0,45,1,0,0,1,11.70,0,0.0,0
26,Trent Boult,Bowler,0,0,not out,,0,0,0,0,0.00,4,0,22,1,0,0,3,5.50,0,0.0,0
26,Avesh Khan,Bowler,0,0,did not bat,,0,0,0,0,0.0,4,0,34,2,0,0,0,8.50,0,0.0,0
26,Yuzvendra Chahal,Bowler,0,0,did not bat,,0,0,0,0,0.0,4,0,31,1,0,1,2,7.80,0,0.0,0
26,Yashasvi Jaiswal,Batter,0,0,c Harshal Patel b Rabada,Harshal Patel,39,28,4,0,139.29,0.0,0,0,0,0,0,0,0.0,0,0.0,0
26,Rovman Powell,Batter,0,0,c Jitesh Sharma b Sam Curran,Jitesh Sharma,11,5,2,0,220.00,0.0,0,0,0,0,0,0,0.0,0,0.0,0
27,Quinton de Kock,WK-Batter,0,0,c Narine b Vaibhav Arora,Sunil Narine,10,8,2,0,125.00,0.0,0,0,0,0,0,0,0.0,0,0.0,0
27,Sunil Narine,Allrounder,0,0,c Stoinis b Mohsin Khan,Marcus Stoinis,6,6,1,0,100.00,4,0,17,1,0,0,0,4.20,1,0.0,0
27,KL Rahul,WK-Batter,0,0,c Ramandeep Singh b Russell,Ramandeep Singh,39,27,3,2,144.44,0.0,0,0,0,0,0,0,0.0,1,0.0,0
27,Ramandeep Singh,Batter,0,0,did not bat,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,2,0.0,0
27,Deepak Hooda,Allrounder,0,0,c Ramandeep Singh b Starc,Ramandeep Singh,8,10,1,0,80.00,0.0,0,0,0,0,0,0,0.0,0,0.0,0
27,Ayush Badoni,Allrounder,0,0,c Angkrish Raghuvanshi b Narine,Angkrish Raghuvanshi,29,27,2,1,107.41,0.0,0,0,0,0,0,0,0.0,0,0.0,0
27,Angkrish Raghuvanshi,Allrounder,0,0,c Rahul b Mohsin Khan,KL Rahul,7,6,0,1,116.67,0.0,0,0,0,0,0,0,0.0,1,0.0,0
27,Marcus Stoinis,Allrounder,0,0,c Salt b Chakaravarthy,Philip Salt,10,5,2,0,200.00,0.0,0,0,0,0,0,0,0.0,1,0.0,0
27,Philip Salt,WK-Batter,0,1,not out,,89,47,14,3,189.36,0.0,0,0,0,0,0,0,0.0,2,0.0,0
27,Nicholas Pooran,WK-Batter,0,0,c Salt b Starc,Philip Salt,45,32,2,4,140.62,0.0,0,0,0,0,0,0,0.0,0,0.0,0
27,Krunal Pandya,Allrounder,0,0,not out,,7,8,0,0,87.50,1,0,14,0,0,0,0,14.00,0,0.0,0
27,Arshad Khan,Bowler,0,0,b Starc,Mitchell Starc,5,4,1,0,125.00,2,0,24,0,0,0,2,12.00,0,0.0,0
27,Mitchell Starc,Bowler,0,0,did not bat,,0,0,0,0,0.0,4,0,28,3,1,0,1,7.00,0,0.0,0
27,Ravi Bishnoi,Bowler,0,0,did not bat,,0,0,0,0,0.0,2.4,0,17,0,0,0,2,6.40,0,0.0,0
27,Mohsin Khan,Bowler,0,0,did not bat,,0,0,0,0,0.0,4,0,29,2,0,0,1,7.20,0,0.0,0
27,Shamar Joseph,Bowler,0,0,did not bat,,0,0,0,0,0.0,4,0,47,0,0,3,7,11.80,0,0.0,0
27,Yash Thakur,Bowler,0,0,did not bat,,0,0,0,0,0.0,2,0,25,0,0,0,1,12.50,0,0.0,0
27,Vaibhav Arora,Bowler,0,0,did not bat,,0,0,0,0,0.0,3,0,34,1,0,1,1,11.30,0,0.0,0
27,Harshit Rana,Bowler,0,0,did not bat,,0,0,0,0,0.0,4,0,35,0,0,0,2,8.80,0,0.0,0
27,Varun Chakaravarthy,Bowler,0,0,did not bat,,0,0,0,0,0.0,4,0,30,1,0,0,2,7.50,0,0.0,0
27,Andre Russell,Allrounder,0,0,did not bat,,0,0,0,0,0.0,1,0,16,1,0,0,0,16.00,0,0.0,0
27,Shreyas Iyer,Batter,1,0,not out,,38,38,6,0,100.00,0.0,0,0,0,0,0,0,0.0,0,0.0,0
27,Venkatesh Iyer,Allrounder,0,0,did not bat,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,0
27,Rinku Singh,Batter,0,0,did not bat,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,0
28,Ajinkya Rahane,Batter,0,0,c Hardik Pandya b Gerald Coetzee,Hardik Pandya,5,8,1,0,62.50,0.0,0,0,0,0,0,0,0.0,0,0.0,0
28,Hardik Pandya,Allrounder,1,0,c Ravindra Jadeja b Tushar Deshpande,Ravindra Jadeja,2,6,0,0,33.33,3,0,43,2,0,0,2,14.30,1,0.0,0
28,Rachin Ravindra,Allrounder,0,0,c Ishan Kishan b Shreyas Gopal,Ishan Kishan,21,16,2,1,131.25,0.0,0,0,0,0,0,0,0.0,1,0.0,0
28,Ishan Kishan,WK-Batter,0,1,c Thakur b Matheesha Pathirana,Shardul Thakur,23,15,3,1,153.33,0.0,0,0,0,0,0,0,0.0,1,0.0,0
28,Ruturaj Gaikwad,Batter,1,0,c Nabi b Hardik Pandya,Mohammad Nabi,69,40,5,5,172.50,0.0,0,0,0,0,0,0,0.0,0,0.0,0
28,Mohammad Nabi,Allrounder,0,0,not out,,4,7,0,0,57.14,3,0,19,0,0,0,0,6.30,2,0.0,0
28,Shivam Dube,Allrounder,0,0,not out,,66,38,10,2,173.68,0.0,0,0,0,0,0,0,0.0,0,0.0,0
28,Daryl Mitchell,Allrounder,0,0,c Nabi b Hardik Pandya,Mohammad Nabi,17,14,1,0,121.43,0.0,0,0,0,0,0,0,0.0,0,0.0,0
28,MS Dhoni,WK-Batter,0,1,not out,,20,4,0,3,500.00,0.0,0,0,0,0,0,0,0.0,0,0.0,0
28,Ravindra Jadeja,Allrounder,0,0,did not bat,,0,0,0,0,0.0,4,0,37,0,0,0,0,9.20,1,0.0,0
28,Sameer Rizvi,Batter,0,0,did not bat,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,0
28,Shardul Thakur,Bowler,0,0,did not bat,,0,0,0,0,0.0,4,0,35,0,0,0,0,8.80,2,0.0,0
28,Tushar Deshpande,Bowler,0,0,did not bat,,0,0,0,0,0.0,4,0,29,1,0,0,0,7.20,0,0.0,0
28,Mustafizur Rahman,Bowler,0,0,did not bat,,0,0,0,0,0.0,4,0,55,1,0,0,3,13.80,1,0.0,0
28,Matheesha Pathirana,Bowler,0,0,did not bat,,0,0,0,0,0.0,4,0,28,4,1,0,2,7.00,0,0.0,0
28,Gerald Coetzee,Bowler,0,0,did not bat,,0,0,0,0,0.0,4,0,35,1,0,0,1,8.80,0,0.0,0
28,Jasprit Bumrah,Bowler,0,0,did not bat,,0,0,0,0,0.0,4,0,27,0,0,0,2,6.80,0,0.0,0
28,Akash Madhwal,Bowler,0,0,did not bat,,0,0,0,0,0.0,3,0,37,0,0,0,0,12.30,0,0.0,0
28,Shreyas Gopal,Allrounder,0,0,did not bat,,0,0,0,0,0.0,1,0,9,1,0,0,0,9.00,0,0.0,0
28,Romario Shepherd,Bowler,0,0,b Matheesha Pathirana,Matheesha Pathirana,1,2,0,0,50.00,2,0,33,0,0,0,0,16.50,0,0.0,0
28,Rohit Sharma,Batter,0,0,not out,,105,63,11,5,166.67,0.0,0,0,0,0,0,0,0.0,0,0.0,0
28,Suryakumar Yadav,Batter,0,0,c Mustafizur b Matheesha Pathirana,Mustafizur Rahman,0,2,0,0,0.00,0.0,0,0,0,0,0,0,0.0,0,0.0,0
28,Tilak Varma,Batter,0,0,c Thakur b Matheesha Pathirana,Shardul Thakur,31,20,5,0,155.00,0.0,0,0,0,0,0,0,0.0,0,0.0,0
28,Tim David,Batter,0,0,c Rachin Ravindra b Mustafizur,Rachin Ravindra,13,5,0,2,260.00,0.0,0,0,0,0,0,0,0.0,0,0.0,0
29,Abhishek Sharma,Allrounder,0,0,c Lockie Ferguson b R Topley,Lockie Ferguson,34,22,2,2,154.55,1,0,10,0,0,0,0,10.00,0,0.0,0
29,Lockie Ferguson,Bowler,0,0,did not bat,,0,0,0,0,0.0,4,0,52,2,0,0,0,13.00,1,0.0,0
29,Travis Head,Batter,0,0,c du Plessis b Lockie Ferguson,Faf du Plessis,102,41,9,8,248.78,0.0,0,0,0,0,0,0,0.0,0,0.0,0
29,Faf du Plessis,Batter,1,0,c Klaasen b Cummins,Heinrich Klaasen,62,28,7,4,221.43,0.0,0,0,0,0,0,0,0.0,1,0.0,0
29,Heinrich Klaasen,WK-Batter,0,1,c Vijaykumar Vyshak b Lockie Ferguson,Vijaykumar Vyshak,67,31,2,7,216.13,0.0,0,0,0,0,0,0,0.0,2,0.0,0
29,Vijaykumar Vyshak,Bowler,0,0,not out,,1,2,0,0,50.00,4,0,64,0,0,0,2,16.00,1,0.0,0
29,Aiden Markram,Batter,0,0,not out,,32,17,2,2,188.24,0.0,0,0,0,0,0,0,0.0,0,0.0,0
29,Abdul Samad,Batter,0,0,not out,,37,10,4,3,370.00,0.0,0,0,0,0,0,0,0.0,0,0.0,0
29,Nitish Reddy,Allrounder,0,0,did not bat,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,1,0.0,0
29,Shahbaz Ahmed,Allrounder,0,0,did not bat,,0,0,0,0,0.0,1,0,18,0,0,0,0,18.00,0,0.0,0
29,Pat Cummins,Bowler,1,0,did not bat,,0,0,0,0,0.0,4,0,43,3,2,0,1,10.80,0,0.0,0
29,Bhuvneshwar Kumar,Bowler,0,0,did not bat,,0,0,0,0,0.0,4,0,60,0,0,0,4,15.00,0,0.0,0
29,Jaydev Unadkat,Bowler,0,0,did not bat,,0,0,0,0,0.0,2,0,37,0,0,0,1,18.50,0,1.0,0
29,T Natarajan,Bowler,0,0,did not bat,,0,0,0,0,0.0,4,0,47,1,0,0,4,11.80,0,0.0,0
29,Mayank Markande,Bowler,0,0,did not bat,,0,0,0,0,0.0,4,0,46,2,1,0,3,11.50,0,0.0,0
29,Will Jacks,Allrounder,0,0,run out (Jaydev Unadkat),Jaydev Unadkat,7,4,1,0,175.00,3,0,32,0,0,0,2,10.70,0,0.0,0
29,Reece Topley,Bowler,0,0,did not bat,,0,0,0,0,0.0,4,0,68,1,0,0,2,17.00,0,0.0,0
29,Yash Dayal,Bowler,0,0,did not bat,,0,0,0,0,0.0,4,0,51,0,0,1,3,12.80,0,0.0,0
29,Mahipal Lomror,Allrounder,0,0,b Cummins,Pat Cummins,19,11,0,2,172.73,1,0,18,0,0,0,3,18.00,0,0.0,0
29,Virat Kohli,Batter,0,0,b Markande,Mayank Markande,42,20,6,2,210.00,0.0,0,0,0,0,0,0,0.0,0,0.0,0
29,Rajat Patidar,Batter,0,0,c Nitish Reddy b Markande,Nitish Reddy,9,5,0,1,180.00,0.0,0,0,0,0,0,0,0.0,0,0.0,0
29,Saurav Chauhan,Allrounder,0,0,lbw b Cummins,Pat Cummins,0,1,0,0,0.00,0.0,0,0,0,0,0,0,0.0,0,0.0,0
29,Dinesh Karthik,WK-Batter,0,1,c Klaasen b T Natarajan,Heinrich Klaasen,83,35,5,7,237.14,0.0,0,0,0,0,0,0,0.0,0,0.0,0
29,Anuj Rawat,WK-Batter,0,0,not out,,25,14,5,0,178.57,0.0,0,0,0,0,0,0,0.0,0,0.0,0
30,Philip Salt,WK-Batter,0,1,c and b Avesh Khan,Avesh Khan,10,13,1,0,76.92,0.0,0,0,0,0,0,0,0.0,0,0.0,0
30,Avesh Khan,Bowler,0,0,not out,,0,0,0,0,0.00,4,0,35,2,0,0,1,8.80,1,0.0,0
30,Sunil Narine,Allrounder,0,0,b Boult,Trent Boult,109,56,13,6,194.64,4,0,30,2,2,0,3,7.50,1,0.0,0
30,Trent Boult,Bowler,0,0,run out (Shreyas Iyer/Starc),Shreyas Iyer/Mitchell Starc,0,1,0,0,0.00,4,0,31,1,1,0,0,7.80,0,0.0,0
30,Angkrish Raghuvanshi,Allrounder,0,0,c Ashwin b Kuldeep Sen,Ravichandran Ashwin,30,18,5,0,166.67,0.0,0,0,0,0,0,0,0.0,1,0.0,0
30,Ravichandran Ashwin,Allrounder,0,0,c Angkrish Raghuvanshi b Chakaravarthy,Angkrish Raghuvanshi,8,11,1,0,72.73,4,0,49,0,0,0,9,12.20,1,0.0,0
30,Shreyas Iyer,Batter,1,0,lbw b Chahal,Yuzvendra Chahal,11,7,1,1,157.14,0.0,0,0,0,0,0,0,0.0,1,0.5,0
30,Yuzvendra Chahal,Bowler,0,0,did not bat,,0,0,0,0,0.0,4,0,54,1,1,0,1,13.50,0,0.0,0
30,Andre Russell,Allrounder,0,0,c Dhruv Jurel b Avesh Khan,Dhruv Jurel,13,10,2,0,130.00,1,0,17,0,0,0,0,17.00,1,0.0,0
30,Dhruv Jurel,WK-Batter,0,0,lbw b Narine,Sunil Narine,2,4,0,0,50.00,0.0,0,0,0,0,0,0,0.0,2,0.0,0
30,Rinku Singh,Batter,0,0,not out,,20,9,1,2,222.22,0.0,0,0,0,0,0,0,0.0,0,0.0,0
30,Venkatesh Iyer,Allrounder,0,0,c Dhruv Jurel b Kuldeep Sen,Dhruv Jurel,8,6,1,0,133.33,0.0,0,0,0,0,0,0,0.0,1,0.0,0
30,Ramandeep Singh,Batter,0,0,not out,,1,1,0,0,100.00,0.0,0,0,0,0,0,0,0.0,0,0.0,0
30,Mitchell Starc,Bowler,0,0,did not bat,,0,0,0,0,0.0,4,0,50,0,0,0,9,12.50,0,0.5,0
30,Varun Chakaravarthy,Bowler,0,0,did not bat,,0,0,0,0,0.0,4,0,36,2,0,0,1,9.00,0,0.0,0
30,Harshit Rana,Bowler,0,0,did not bat,,0,0,0,0,0.0,4,0,45,2,0,0,1,11.20,0,0.0,0
30,Vaibhav Arora,Bowler,0,0,did not bat,,0,0,0,0,0.0,3,0,45,1,0,1,0,15.00,0,0.0,0
30,Kuldeep Sen,Bowler,0,0,did not bat,,0,0,0,0,0.0,4,0,46,2,0,0,2,11.50,0,0.0,0
30,Yashasvi Jaiswal,Batter,0,0,c Venkatesh Iyer b Vaibhav Arora,Venkatesh Iyer,19,9,3,1,211.11,0.0,0,0,0,0,0,0,0.0,0,0.0,0
